Lantl�s,Atmospheric black,Post-rock,,,
Mnemic,Industrial,Nu,,,
Penumbra,Symphonic gothic,,,,
Veil Of Maya,Deathcore,,,,
Augury,Technical death,,,,
Austere,Depressive black,,,,
Northern Kings,Symphonic,,,,
Portal,Experimental death,,,,
Rata Blanca,Heavy,Hard rock,Power,,
To/Die/For,Suomi,,,,
UFO,Hard rock,Heavy,,,
Fields Of The Nephilim,Gothic rock,Gothic,Death,,
Helevorn,Gothic doom,,,,
Lunatica,Symphonic power,,,,
Aenaon,Progressive black,,,,
At Vance,Heavy,Power,,,
Behexen,Black,,,,
Holy Grail,Heavy,Power,,,
Zonaria,Power,Melodic death,,,
Dark The Suns,Gothic,,,,
Funeral,Funeral doom,Doom,,,
Hellyeah,Groove heavy,,,,
Jag Panzer,Us power,,,,
Mournful Congregation,Funeral doom,,,,
Ragnarok,Black,,,,
Wodensthrone,Atmospheric black,,,,
Yob,Doom,Stoner,,,
An Autumn For Crippled Children,Atmospheric black,Post-rock,Shoegaze,,
Flowing Tears,Gothic,,,,
Helstar,Power,Speed,Thrash,,
Mezarkabul,Heavy,Thrash,,,
The 3rd And The Mortal,Atmospheric doom,Experimental doom,Jazz rock,,
Abigor,Black,,,,
Bonded By Blood,Thrash,,,,
Sabbat,Pagan thrash,,,,
Slash,Hard rock,Blues rock,,,
Turmion K�til�t,Industrial,,,,
Almah,Power,Heavy,,,
Anciients,Progressive,,,,
Ark,Heavy,Progressive,,,
Blindead,Progressive,Post-metal,,,
Cobalt,Black,,,,
Devourment,Brutal death,,,,
Divine Heresy,Death,,,,
Gehenna,Black,,,,
Grim Reaper,Heavy,New wave of british heavy,,,
Iron Fire,Speed,Power,Heavy,,
Nervecell,Hardcore,Death,,,
Nortt,Funeral doom,Black,,,
Versailles,J-rock,Power,,,
Ancient Rites,Viking black,,,,
Crimfall,Symphonic folk,,,,
Exumer,Thrash,,,,
Fractal Gates,Melodic death,,,,
Hirax,Thrash,,,,
Lethian Dreams,Atmospheric doom,,,,
Mystic Prophecy,Power,,,,
Stam1na,Alternative thrash,Progressive,,,
Winterfylleth,Atmospheric black,Pagan black,,,
Abysmal Dawn,Death,,,,
Arkan,Melodic death,Oriental folk,,,
DGM,Progressive,,,,
Diabulus In Musica,Symphonic,,,,
Fair To Midland,Progressive,Alternative,,,
God Forbid,Melodic thrash,Metalcore,,,
In Solitude,Heavy,,,,
Kittie,Nu,Alternative,,,
Marty Friedman,Neoclassical heavy,Progressive,,,
Power Quest,Power,,,,
Reverend Bizarre,Doom,,,,
SikTh,Math,Progressive metalcore,,,
Skinless,Brutal death,,,,
Stormtroopers Of Death,Crossover thrash,Hardcore,Punk,,
The Angelic Process,Drone,Ambient,Shoegaze,,
Urgehal,Black,,,,
Armored Saint,Heavy,,,,
Brutal Truth,Grindcore,,,,
For My Pain,Suomi,,,,
Madder Mortem,Avantgarde,Gothic,,,
Mirrorthrone,Avantgarde,,,,
Neuraxis,Technical death,,,,
Thrawsunblat,Blackened folk,,,,
Thulcandra,Melodic black,Melodic death,,,
Ajattara,Black,,,,
Aria,Heavy,,,,
Boris,Drone doom,Psychedelic stoner,,,
Despised Icon,Deathcore,,,,
Hibria,Heavy,,,,
Imperanon,Extreme power,Melodic death,,,
Manilla Road,Heavy,Power,,,
Shaman,Progressive power,,,,
Vallenfyre,Death,,,,
Alkaloid,Extreme progressive,,,,
Bloodbound,Heavy,,,,
Caligula's Horse,Alternative,Progressive,,,
Damageplan,Groove metal,,,,
Demonaz,Viking black,,,,
Ektomorf,Groove thrash,Hardcore,,,
Elis,Gothic,,,,
Nocturnus AD,Atmospheric death,Technical death,,,
Sarc�fago,Black,Thrash,Death,,
Warrel Dane,Gothic,Gothic rock,,,
Whiplash,Thrash,,,,
Beneath The Massacre,Brutal death,Technical death,,,
Blaze Bayley,Heavy,,,,
Bloodshot Dawn,Melodic death,,,,
Colosseum,Funeral doom,,,,
Derdian,Symphonic power,,,,
Godgory,Melodic death,,,,
Halestorm,Hard rock,,,,
Process Of Guilt,Doom,Atmospheric sludge,,,
Warlock,Heavy,,,,
Lumsk,Viking folk,,,,
MaYaN,Melodic death,,,,
Morgoth,Death,Industrial,,,
Paradox,Thrash,,,,
Rebellion,Heavy,Power,,,
Ufomammut,Doom,Stoner,,,
As Blood Runs Black,Deathcore,,,,
Astral Doors,Heavy,,,,
Babymetal,J-pop,Melodic death,,,
Demilich,Progressive death,,,,
Exhorder,Thrash,Groove thrash,,,
Hatesphere,Death,Thrash,,,
Iron Mask,Power,,,,
Martyr,Technical death,,,,
Mistur,Black,Viking folk,,,
Raintime,Progressive,Extreme power,,,
Sevendust,Nu,Alternative,,,
Amaseffer,Progressive,Oriental folk,,,
Ancient,Melodic black,,,,
Darkwater,Melodic progressive,,,,
Dornenreich,Melodic black,Acoustic rock,Ambient,,
Opera IX,Symphonic black,Black,Folk,,
Trouble,Doom,Psychedelic doom,,,
Andre Matos,Power,,,,
Conception,Thrash,Progressive,Power,,
Diablo,Melodic death,Progressive,Groove thrash,,
Illdisposed,Death,,,,
Rotten Sound,Grindcore,,,,
WarCry,Power,,,,
Winds Of Plague,Deathcore,Symphonic,,,
Bethlehem,Black,Gothic rock,,,
Civil War,Heavy,Power,,,
Darzamat,Symphonic black,Gothic,,,
Freak Kitchen,Melodic hard rock,Progressive hard rock,,,
Krypteria,Symphonic gothic,,,,
Nemesea,Symphonic gothic,Gothic rock,,,
Pretty Maids,Heavy,,,,
Psychotic Waltz,Progressive,,,,
Satan,New wave of british heavy,Thrash,Heavy,,
Astarte,Black,,,,
Beyond Twilight,Progressive,,,,
Cinderella,Glam,,,,
Coal Chamber,Nu,,,,
Cor Scorpii,Black,,,,
Cormorant,Melodic death,Progressive,,,
Cult Of Fire,Black,,,,
Dew-Scented,Death,Thrash,,,
Nocturnal Depression,Depressive black,,,,
The Cult,Heavy,Hard rock,Gothic rock,,
The Fall Of Every Season,Atmospheric doom,,,,
Tierra Santa,Heavy,Power,,,
After The Burial,Progressive deathcore,Metalcore,,,
Secrets Of The Moon,Black,,,,
Thy Art Is Murder,Technical deathcore,,,,
Arckanum,Black,,,,
Elysion,Symphonic gothic,,,,
Ereb Altor,Doom,Pagan black,,,
Jason Becker,Neoclassical heavy,Progressive,,,
Jungle Rot,Death,,,,
Remembrance,Funeral doom,Death doom,,,
To-Mera,Symphonic progressive,,,,
Wolverine,Melodic death,Progressive,,,
Batushka,Black,Doom,,,
Black Tide,Heavy,,,,
Bucovina,Folk,,,,
Gary Moore,Hard rock,Blues rock,Heavy,,
Myrkgrav,Black,Folk,,,
Newsted,Heavy,,,,
Panopticon,Atmospheric black,,,,
Savage Messiah,Thrash,,,,
Sear Bliss,Black,,,,
Wizard,Power,,,,
Amiensus,Melodic black,Progressive,,,
Brain Drill,Technical death,Grindcore,,,
Cacophony,Neoclassical power,Progressive,,,
Desire,Doom,,,,
Hacride,Progressive death,Alternative,Progressive,,
Horna,Black,,,,
Ill Ni�o,Nu,,,,
Killer Be Killed,Groove metal,,,,
Massacre,Death,,,,
Mekong Delta,Progressive thrash,,,,
Royal Thunder,Heavy,Stoner,,,
Symfonia,Power,,,,
The Monolith Deathcult,Death,Atmospheric death,Brutal death,,
Throes Of Dawn,Extreme symphonic,Gothic,,,
Adrenaline Mob,Heavy,,,,
Black Crown Initiate,Progressive death,,,,
Defeated Sanity,Brutal death,,,,
Desaster,Blackened thrash,,,,
Falloch,Folk,,Post-rock,,
Loudness,Hard rock,Heavy,,,
Subrosa,Sludge,,,,
Swashbuckle,Thrash,,,,
The Human Abstract,Progressive metalcore,,,,
XIV Dark Centuries,Viking folk,,,,
Year Of No Light,Atmospheric sludge,,,,
Angel Dust,Thrash,Power,,,
Battlecross,Melodic death,Thrash,,,
Cannabis Corpse,Death,,,,
Clouds,Atmospheric doom,,,,
Dagoba,Industrial thrash,Groove thrash,,,
God Seed,Black,,,,
Heathen Foray,Viking folk,Pagan folk,,,
Midnight Odyssey,Atmospheric black,Ambient black,,,
Powerglove,Instrumental power,,,,
Racer X,Heavy,,,,
Slough Feg,Heavy,,,,
Thorns,Industrial black,,,,
Tuatha De Danann,Celtic folk,,,,
White Wizzard,Heavy,,,,
Xanthochroid,Melodic black,Progressive black,,,
Xentrix,Thrash,,,,
Avalanch,Heavy,Power,,,
Circle II Circle,Progressive power,Progressive heavy,,,
Dawn Of Tears,Melodic death,,,,
Exciter,Speed,Thrash,,,
Lich King,Thrash,,,,
Nails,Grindcore,Hardcore,Punk,,
Stolen Babies,Extreme avantgarde,Dark cabaret,,,
Stryper,Heavy,Glam,,,
Susperia,Blackened thrash,Melodic death,Thrash,,
Urfaust,Black,,,,
Blood Ceremony,Psychedelic doom,,,,
Exivious,Progressive,Fusion,Instrumental,,
Forever Storm,Heavy,Power,,,
Kroda,Black,Pagan folk,,,
Kypck,Doom,,,,
Northland,Extreme folk,Melodic death,,,
Raven,New wave of british heavy,Heavy,,,
The Gentle Storm,Symphonic progressive,Acoustic,Folk,,
Void Of Silence,Doom,,,,
B�lzer,Black,Death,,,
Bleeding Through,Metalcore,,,,
D��th,Death,Industrial death,Thrash,,
D�dheimsgard,Black,Avantgarde black,Industrial black,,
Funeral Mist,Black,,,,
Holy Moses,Thrash,,,,
Lurker Of Chalice,Ambient black,,,,
Lustre,Atmospheric black,,,,
Neaera,Melodic death,Metalcore,,,
Nightfall,Melodic death,,,,
Pantheist,Funeral doom,,,,
Revolution Renaissance,Heavy,Power,,,
Rigor Mortis,Speed,Thrash,,,
Scarab,Brutal death,,,,
Severe Torture,Brutal death,Death,,,
The Great Old Ones,Atmospheric black,Ambient,,,
Tvangeste,Symphonic black,,,,
Wisdom,Power,,,,
Witchfinder General,New wave of british heavy,Heavy,Doom,,
Words Of Farewell,Melodic death,,,,
Aeternam,Melodic death,,,,
Agrypnie,Melodic black,Post-metal,,,
Alchemist,Progressive,,,,
Architects,Math,Hardcore,Metalcore,,
Avatar,Melodic death,Nu,,,
Conquering Dystopia,Progressive,,,,
Dark Age,Gothenburg,Metalcore,,,
Devil Doll,Progressive rock,Symphonic rock,,,
Guilt Machine,Progressive,,,,
ICS Vortex,Progressive,,,,
Isengard,Black,Folk,,,
Mithotyn,Black,Folk,,,
Saratoga,Heavy,Power,,,
Sargeist,Black,,,,
Secret Sphere,Power,,,,
Sieges Even,Progressive,,,,
Silentium,Gothic,Doom,,,
Tesla,Hard rock,,,,
Twilightning,Power,Heavy,Hard rock,,
Vanishing Point,Progressive,Symphonic power,,,
Watchtower,Progressive thrash,,,,
Wolf,Heavy,,,,
Asking Alexandria,Metalcore,Trancecore,,,
Dawn Of Solace,Doom,Gothic,,,
Dimension Zero,Gothenburg,,,,
Hardcore Superstar,Glam rock,Glam,,,
Krallice,Black,,,,
Mortemia,Symphonic gothic,,,,
Siebenb�rgen,Melodic black,,,,
Avulsed,Brutal death,,,,
Debauchery,Death,,,,
Kronos,Heavy,Death,Thrash,,
Lost Soul,Technical death,,,,
Lunar Aurora,Black,,,,
Planet X,Progressive,Fusion,,,
Silent Stream Of Godless Elegy,Doom,Folk,,,
Soulfallen,Symphonic,Melodic death,,,
Twilight Force,Power,Symphonic,,,
Winds,Avantgarde,Progressive,Symphonic,,
Axenstar,Power,,,,
Black Messiah,Symphonic black,Pagan folk,,,
Der Weg Einer Freiheit,Black,,,,
Eisbrecher,Industrial,,,,
Gnaw Their Tongues,Experimental black,Noise,Drone,,
Impellitteri,Heavy,,,,
Judas Iscariot,Black,,,,
Keldian,Symphonic power,Adult,Oriented rock,,
Menhir,Viking black,,,,
Myrkur,Black,,,,
Nifelheim,Black,Speed,,,
Scars On Broadway,Alternative,Hard rock,,,
Schammasch,Black,Death,,,
The Devil's Blood,Hard rock,,,,
Uneven Structure,Djent,Ambient,,,
Wyrd,Black,Folk,,,
Cerebral Bore,Brutal death,,,,
Dark Empire,Progressive power,,,,
Dragged Into Sunlight,Blackened sludge,Death,,,
Hanging Garden,Death doom,,,,
Hexen,Thrash,,,,
Kingcrow,Heavy,Progressive,,,
Mob Rules,Power,,,,
Quiet Riot,Glam,Hard rock,Heavy,,
Subway To Sally,Industrial heavy,Medieval folk,,,
Wolfmother,Hard rock,,,,
!T.O.O.H.!,Technical death,Progressive grindcore,,,
Agoraphobic Nosebleed,Grindcore,,,,
Akphaezya,Avantgarde,,,,
Anacrusis,Progressive thrash,,,,
Cadaveria,Avantgarde,Symphonic,,,
Deadsoul Tribe,Progressive,,,,
Dolorian,Black,Doom,,,
Glorior Belli,Black,Sludge,,,
Hypno5e,Experimental progressive,Math,Metalcore,,
Silent Force,Progressive power,,,,
Ter�sbetoni,Power,Hard rock,,,
The Meads Of Asphodel,Experimental black,,,,
The Unguided,Melodic death,,,,
Todtgelichter,Black,Avantgarde,,,
Torture Killer,Death,,,,
Unleash The Archers,Heavy,Power,,,
Vallendusk,Atmospheric black,,,,
Acrassicauda,Thrash,,,,
Aina,Progressive power,,,,
Klimt 1918,Gothic,Atmospheric rock,,,
Lyriel,Folk,,,,
Monolithe,Doom,,,,
Mortician,Deathgrind,,,,
SIG:AR:TYR,Blackened folk,,,,
Skiltron,Folk,,,,
Azarath,Blackened death,,,,
Chrome Division,Heavy,,,,
DoomSword,Doom,,,,
Folkearth,Folk,,,,
Indukti,Progressive,Progressive rock,,,
Kontinuum,Death doom,Post-metal,,,
Luca Turilli's Dreamquest,Electronic symphonic,,,,
Nagelfar,Black,,,,
Pagan Altar,Doom,,,,
ShamRain,Gothic,,,,
Slugdge,Blackened death,Sludge,,,
The Duskfall,Melodic death,,,,
Triosphere,Progressive,Power,,,
Acid Drinkers,Crossover thrash,Groove thrash,,,
Black Majesty,Power,,,,
Cloudkicker,Progressive,Instrumental,,,
Dead Congregation,Death,,,,
Demonical,Death,,,,
Manticora,Progressive power,,,,
Metalium,Power,,,,
Ov Hell,Black,,,,
Tank,New wave of british heavy,Heavy,,,
Tengger Cavalry,Melodic death,Folk,,,
Abominable Putridity,Brutal death,,,,
Alkonost,Pagan folk,,,,
Arsames,Death,Thrash,,,
Autumn,Gothic,Symphonic rock,Symphonic,,
Disembowelment,Death doom,,,,
Dragonlord,Symphonic black,,,,
Ephel Duath,Progressive black,Avantgarde,,,
Fant�mas,Avantgarde,,,,
Jon Oliva's Pain,Progressive,,,,
Kotipelto,Power,,,,
Macbeth,Gothic,,,,
Magica,Symphonic power,,,,
Majesty,Heavy,Power,,,
Mortal Sin,Thrash,,,,
Skyharbor,Progressive math,Djent,,,
Sleepytime Gorilla Museum,Avantgarde,Avantgarde rock,,,
The Berzerker,Industrial grindcore,Death,,,
Becoming The Archetype,Progressive metalcore,,,,
Cancer,Death,Thrash,,,
Chelsea Grin,Deathcore,,,,
Entrails,Death,,,,
Lux Occulta,Atmospheric black,Avantgarde black,Extreme avantgarde,,
Noctem,Melodic black,Death,,,
Ophis,Death doom,,,,
Skull Fist,Heavy,Speed,,,
Tourniquet,Thrash,,,,
Tracedawn,Melodic death,,,,
Aeternus,Blackened death,,,,
Aghora,Progressive,,,,
Alghazanth,Symphonic black,,,,
Anterior,Metalcore,,,,
Arjen Anthony Lucassen,Progressive rock,,,,
Dark Suns,Progressive death,Extreme progressive,Progressive,Progressive rock,
Imperium Dekadenz,Black,,,,
Lock Up,Death,Grindcore,,,
Miseration,Death,,,,
Pens�es Nocturnes,Depressive black,Neoclassical,,,
Raunchy,Alternative,Industrial,Melodic death,,
ReinXeed,Power,,,,
Sulphur Aeon,Death,,,,
The Man-Eating Tree,Suomi,,,,
Thy Majestie,Symphonic power,,,,
Transcending Bizarre?,Avantgarde,Symphonic black,,,
Ved Buens Ende,Black,Avantgarde,,,
Warlord,Heavy,,,,
Ava Inferi,Gothic doom,,,,
Before The Rain,Death doom,,,,
ETHS,Nu,Metalcore,,,
Euphoreon,Extreme power,,,,
Extol,Progressive death,Extreme progressive,,,
Feared,Progressive death,,,,
Harakiri For The Sky,Black,Post-metal,,,
Impending Doom,Deathcore,,,,
Lord Mantis,Blackened sludge,,,,
Macabre,Grindcore,Death,,,
Mutiny Within,Progressive metalcore,Extreme power,,,
Pink Cream 69,Melodic hard rock,Heavy,,,
Repulsion,Grindcore,,,,
Rishloo,Alternative,Progressive,,,
Timeless Miracle,Power,,,,
Universum,Gothenburg,,,,
Archgoat,Black,Death,,,
Archspire,Technical death,,,,
Disgorge,Brutal death,,,,
Engel,Modern gothenburg,,,,
Entombed A.D.,Death,,,,
Hannes Grossmann,Progressive death,Technical death,,,
Impaled,Deathgrind,Goregrind,Death,,
Lindemann,Industrial,,,,
Shylmagoghnar,Atmospheric black,Progressive black,Melodic death,,
The Old Dead Tree,Gothic,,,,
Waylander,Celtic folk,,,,
Zero Hour,Progressive,,,,
Abyssal,Blackened death,,,,
Amenra,Doom,Sludge,Hardcore,,
Antestor,Death doom,Black,Symphonic black,,
Ataraxie,Death,Funeral doom,,,
Black Tusk,Sludge,Hardcore,Punk,,
Deceased,Death,Thrash,Heavy,,
Dionysus,Melodic power,,,,
Elysian Blaze,Atmospheric black,Funeral doom,,,
Enthrope,Melodic death,,,,
Horrendous,Death,,,,
Imperia,Symphonic,Gothic,,,
Infestus,Black,,,,
Jolly,Progressive,,,,
Kromlek,Pagan folk,,,,
Lost Society,Thrash,,,,
Master,Death,,,,
Morgana Lefay,Power,,,,
Sacramentum,Black,Death,,,
Skindred,Nu,Alternative,Ragga,,
Starkill,Melodic death,,,,
Virus,Avantgarde,,,,
Atrocity,Death,Gothic industrial,,,
Borealis,Power,,,,
Cancer Bats,Hardcore,Metalcore,Punk,,
Charred Walls Of The Damned,Us power,Thrash,,,
Clawfinger,Alternative,Nu,,,
Crimson Shadows,Extreme power,,,,
Degradead,Gothenburg,,,,
Demonic Resurrection,Death,Symphonic,Blackened death,,
Echoes Of Eternity,Symphonic progressive,,,,
Evocation,Death,,,,
Galadriel,Symphonic doom,,,,
Helrunar,Black,,,,
Hooded Menace,Death doom,,,,
Ikuinen Kaamos,Black,Death doom,Progressive death,,
Kat,Heavy,Speed,Thrash,,
Klone,Alternative,Progressive,,,
Magic Kingdom,Power,,,,
Maximum The Hormone,Alternative,Hardcore,Punk,,
Mouth Of The Architect,Atmospheric sludge,Post-metal,,,
Nadja,Ambient,Drone,Doom,,
Nocte Obducta,Black,Progressive black,Avantgarde black,,
Otyg,Folk,,,,
Setherial,Black,,,,
Skogen,Black,,,,
SOiL,Hard rock,Grunge,,,
Timo Tolkki's Avalon,Power,Symphonic,,,
Unanimated,Melodic death,,,,
Vicious Rumors,Us power,,,,
36 Crazyfists,Alternative,Metalcore,Melodic metalcore,,
Acid Witch,Death doom,,,,
Carnivore,Crossover thrash,Hardcore,Punk,,
Craft,Black,,,,
Dark Forest,Viking black,,,,
Darkestrah,Pagan black,,,,
Excalion,Power,,,,
Fleshcrawl,Death,,,,
Heljareyga,Progressive,,,,
Mithras,Atmospheric death,Brutal death,,,
Necrophagia,Death,,,,
Pathology,Brutal death,,,,
Peccatum,Avantgarde,,,,
Saint Deamon,Heavy,Power,,,
Saltatio Mortis,Medieval folk,,,,
Suspyre,Progressive,,,,
Taranis,Symphonic black,Progressive,,,
Trepalium,Death,,,,
A Pale Horse Named Death,Doom,Gothic,,,
Ablaze In Hatred,Melodic death,Doom,,,
Aetherian,Melodic death,,,,
Alm�ra,Power,Folk,,,
Dreamshade,Melodic death,,,,
Dredg,Alternative,Progressive rock,,,
Gwydion,Viking folk,,,,
Huntress,Heavy,,,,
Inborn Suffering,Death,Doom,,,
Leverage,Symphonic power,Progressive heavy,,,
Man Must Die,Technical death,,,,
Mandragora Scream,Gothic,,,,
Mokoma,Grungerock,Thrash,,,
Mortal Love,Gothic,,,,
Mortiis,Ambient,Darkwave,Gothic industrial,,
Sunset In The 12th House,Post-metal,Post-rock,Psychedelic rock,,
Warrant,Hard rock,,,,
Assassin,Thrash,,,,
Azaghal,Black,,,,
Brutality,Death,,,,
Budgie,Hard rock,Heavy,Progressive rock,,
Cauldron,Heavy,,,,
Demigod,Death,,,,
Dissona,Progressive,Avantgarde,,,
Ixion,Atmospheric doom,,,,
Katra,Symphonic,,,,
Nomans Land,Doom,Viking folk,Viking black,,
Ondskapt,Black,,,,
Rudra,Death,Thrash,,,
Shattered Hope,Death doom,,,,
Spastic Ink,Progressive,Instrumental,,,
Wormed,Brutal death,Grindcore,,,
Aborym,Industrial black,,,,
Belenos,Pagan black,,,,
Church Of Misery,Doom,Stoner,,,
Cirith Ungol,Heavy,Doom,,,
Crystal Viper,Heavy,,,,
Darkwell,Gothic,,,,
Destinity,Symphonic black,Melodic death,,,
Dismal Euphony,Death,Melodic black,,,
Divinefire,Power,,,,
Domine,Power,,,,
Falls Of Rauros,Atmospheric black,Neofolk,,,
Gates Of Ishtar,Melodic death,,,,
Girlschool,New wave of british heavy,Heavy,,,
Gorgasm,Brutal death,,,,
Hecate Enthroned,Symphonic black,Blackened death,Melodic black,,
Intervals,Progressive,,,,
Lita Ford,Hard rock,Heavy,,,
Luna Mortis,Melodic death,,,,
Morgul,Black,,,,
Outworld,Progressive power,,,,
Pomegranate Tiger,Progressive,Instrumental,,,
Seven Kingdoms,Power,,,,
Striker,Thrash,Speed,,,
Uncle Acid & The Deadbeats,Doom,Psychedelic rock,,,
Varathron,Black,,,,
Wormrot,Grindcore,,,,
Yearning,Symphonic gothic,Atmospheric doom,,,
Adorned Brood,Folk,Black,,,
Ancient Wisdom,Atmospheric black,,,,
Burst,Progressive metalcore,Hardcore,Post-hardcore,Post-metal,Progressive sludge
Demonoid,Death,Thrash,,,
Detonation,Melodic death,Thrash,,,
Downfall Of Nur,Atmospheric black,Folk,,,
Grip Inc.,Thrash,,,,
Katalepsy,Brutal death,,,,
Khors,Black,,,,
Mael M�rdha,Celtic doom,,,,
Omen,Heavy,Us power,,,
On Thorns I Lay,Gothic,Death doom,Doom,,
Progenie Terrestre Pura,Atmospheric black,Industrial black,,,
Pungent Stench,Death,,,,
Steel Attack,Heavy,Power,,,
Superjoint Ritual,Sludge,,,,
Torchbearer,Blackened death,Thrash,,,
Viikate,Melodic heavy,,,,
Waltari,Progressive thrash,Avantgarde,Alternative,Symphonic death,Industrial
�ther Realm,Melodic death,Folk,,,
...And Oceans,Symphonic black,Industrial,,,
Agruss,Atmospheric black,Death,,,
Anal Cunt,Grindcore,Noisecore,,,
Aquaria,Symphonic power,,,,
Arena,Progressive,,,,
Broken Hope,Death,Goregrind,,,
Chimp Spanner,Progressive,Djent,Instrumental,,
Crisix,Thrash,,,,
Draugnim,Pagan black,,,,
Fueled By Fire,Thrash,,,,
Hammers Of Misfortune,Progressive,,,,
Khold,Black,,,,
Krampus,Folk,Melodic death,,,
Krux,Doom,,,,
Lunarsea,Melodic death,,,,
Mitochondrion,Progressive death,Blackened death,,,
Monuments,Progressive math,Djent,,,
Mortification,Death,,,,
Nader Sadek,Death,,,,
Nightmare,Heavy,Symphonic power,,,
Paul Wardingham,Progressive math,,,,
Protector,Death,Thrash,,,
Putrid Pile,Brutal death,,,,
Times Of Grace,Melodic metalcore,,,,
Tombs,Black,Sludge,,,
Trick Or Treat,Power,,,,
Tyranny,Funeral doom,,,,
Vehemence,Technical death,,,,
Aesma Daeva,Symphonic,,,,
Altaria,Power,,,,
Chevelle,Alternative,Hard rock,,,
Dirge,Sludge,Industrial,Atmospheric sludge,Doom,
Estradasphere,Avantgarde,Fusion,,,
Evereve,Atmospheric gothic,,,,
Fferyllt,Folk,,,,
Inferi,Melodic death,Technical death,,,
Kahtmayan,Progressive,Thrash,Instrumental,,
Kimaera,Death doom,,,,
Korzus,Thrash,,,,
Minsk,Post-metal,,,,
Noekk,Progressive doom,,,,
Nyktalgia,Depressive black,,,,
Odious Mortem,Technical death,,,,
Orchid,Doom,,,,
Pan.thy.monium,Avantgarde,Progressive death,,,
Pro-Pain,Crossover thrash,Hardcore,,,
Spectral Lore,Atmospheric black,Dark ambient,,,
Steelwing,Heavy,,,,
Subsignal,Progressive,,,,
Subterranean Masquerade,Progressive,Psychedelic rock,,,
Walls Of Jericho,Metalcore,,,,
Abnormality,Brutal death,Technical death,,,
Ambeon,Progressive,Ambient,,,
Arafel,Melodic black,,,,
Ashes Of Ares,Heavy,,,,
Ashes You Leave,Doom,Gothic doom,,,
Atrophy,Thrash,,,,
Dawn Of Demise,Death,,,,
Emptiness,Blackened death,,,,
Ghost Bath,Depressive black,Post-metal,,,
Menace Ruine,Atmospheric black,Drone doom,Neofolk,Noise,
Prostitute Disfigurement,Brutal death,,,,
Pythia,Symphonic power,,,,
Sadist,Progressive death,,,,
Shaolin Death Squad,Progressive,Avantgarde,,,
Storm,Blackened folk,,,,
Tad Morose,Progressive power,,,,
Torture Squad,Death,Thrash,,,
Tygers Of Pan Tang,New wave of british heavy,Heavy,,,
White Skull,Power,,,,
Acid King,Stoner,,,,
Age Of Silence,Avantgarde,,,,
Antaeus,Black,,,,
Aosoth,Black,,,,
Artrosis,Gothic,,,,
Beyond The Black,Symphonic,,,,
Butterfly Temple,Pagan folk,,,,
Callisto,Post-metal,,,,
Eye Of Solitude,Death doom,,,,
Falchion,Melodic death,Folk,,,
Fjoergyn,Folk,Symphonic,,,
Funeralium,Funeral doom,,,,
InnerWish,Power,,,,
Kalevala,Folk,,,,
Life Of Agony,Hardcore,Alternative,Grunge,,
Loits,Black,,,,
Manes,Black,Electro avantgarde,,,
Mis�yrming,Black,,,,
Morgion,Death,Doom,,,
Obsidian Kingdom,Extreme progressive,,,,
Olympos Mons,Power,,,,
Slaughter,Death,Thrash,,,
Spineshank,Industrial,Nu,,,
Sunburst,Progressive,Power,,,
The 11th Hour,Doom,,,,
The Exploited,Hardcore,Crossover thrash,Punk,,
Thergothon,Funeral doom,,,,
Torche,Stoner,Sludge,,,
Viathyn,Progressive power,,,,
Weeping Silence,Gothic,Doom,,,
Whyzdom,Symphonic,,,,
�smegin,Viking folk,,,,
Arthemesia,Melodic black,,,,
Botanist,Experimental black,,,,
Coffins,Death,,,,
Crashd�et,Glam,,,,
Cryptic Wintermoon,Symphonic black,Thrash,,,
Dawn Of Destiny,Power,,,,
Deals Death,Gothenburg,,,,
Elder,Psychedelic rock,Stoner,,,
Enslavement Of Beauty,Melodic black,Gothic,,,
Ghoul,Death,Thrash,,,
Hamfer�,Doom,,,,
Heavens Gate,Heavy,,,,
Megaherz,Industrial,Alternative,,,
Michael Angelo Batio,Neoclassical heavy,Instrumental hard rock,,,
Nanowar Of Steel,Heavy,Power,,,
Narnia,Power,,,,
Native Construct,Progressive,,,,
Nox Aurea,Melodic death,Doom,,,
Raventale,Atmospheric black,Doom,,,
Sinner,Heavy,,,,
SpellBlast,Folk,Power,,,
Spiral Architect,Technical progressive,,,,
Three,Progressive rock,,,,
Windhand,Doom,Stoner,,,
Amoral,Technical death,Power,Death,Thrash,
Blind Stare,Melodic death,Extreme power,,,
Coffinworm,Blackened sludge,Doom,,,
Crucified Barbara,Hard rock,Heavy,,,
Desultory,Death,,,,
Devian,Black,Death,,,
Dreadnought,Black,Folk,Progressive,,
Endstille,Black,,,,
Faithful Darkness,Gothenburg,,,,
Forest Silence,Dark,Ambient,Atmospheric black,,
Helheim,Viking black,,,,
Human Fortress,Hard rock,Power,,,
Lascaille's Shroud,Progressive death,,,,
Le Grand Guignol,Symphonic black,Avantgarde black,,,
Lingua Mortis Orchestra,Symphonic,,,,
Longing For Dawn,Death doom,Funeral doom,,,
Murmu�re,Ambient black,,,,
Nailbomb,Industrial thrash,,,,
Negative,Suomi,Glam,,,
Panzerchrist,Death,Blackened death,,,
Rivers Of Nihil,Technical death,,,,
Root,Black,,,,
Skuggsj�,Pagan folk,,,,
System Divide,Melodic death,,,,
Teitanblood,Black,Death,,,
The Chasm,Death,,,,
